192 episodes, 192 to run (4 claims: [90006, 91569, 90382, 92070])
[1/192] S2b_A2_paraphrase_c90006_a0.30_x04_r00 362s ETA 19.2h
[162/192] S2b_A2_paraphrase_c90382_a0.30_x04_r10 398s ETA 1.1h
[163/192] S2b_A2_paraphrase_c91569_a0.30_x04_r10 388s ETA 1.1h
[164/192] S2b_A2_paraphrase_c92070_a0.30_x04_r10 388s ETA 1.0h
[165/192] S2b_A2_paraphrase_c90006_a0.30_x12_r10 387s ETA 1.0h
[166/192] S2b_A2_paraphrase_c90382_a0.30_x12_r10 396s ETA 1.0h
[167/192] S2b_A2_paraphrase_c91569_a0.30_x12_r10 394s ETA 0.9h
[168/192] S2b_A2_paraphrase_c92070_a0.30_x12_r10 396s ETA 0.9h
[169/192] S2b_A2_paraphrase_c90006_a0.30_x20_r10 393s ETA 0.8h
[170/192] S2b_A2_paraphrase_c90382_a0.30_x20_r10 396s ETA 0.8h
[171/192] S2b_A2_paraphrase_c91569_a0.30_x20_r10 394s ETA 0.8h
[172/192] S2b_A2_paraphrase_c92070_a0.30_x20_r10 391s ETA 0.7h
[173/192] S2b_A2_paraphrase_c90006_a0.30_x28_r10 388s ETA 0.7h
[174/192] S2b_A2_paraphrase_c90382_a0.30_x28_r10 387s ETA 0.7h
[175/192] S2b_A2_paraphrase_c91569_a0.30_x28_r10 388s ETA 0.6h
[176/192] S2b_A2_paraphrase_c92070_a0.30_x28_r10 388s ETA 0.6h
[177/192] S2b_A2_paraphrase_c90006_a0.30_x04_r11 387s ETA 0.5h
[178/192] S2b_A2_paraphrase_c90382_a0.30_x04_r11 399s ETA 0.5h
[179/192] S2b_A2_paraphrase_c91569_a0.30_x04_r11 401s ETA 0.5h
[180/192] S2b_A2_paraphrase_c92070_a0.30_x04_r11 401s ETA 0.4h
[181/192] S2b_A2_paraphrase_c90006_a0.30_x12_r11 396s ETA 0.4h
[182/192] S2b_A2_paraphrase_c90382_a0.30_x12_r11 395s ETA 0.4h
[183/192] S2b_A2_paraphrase_c91569_a0.30_x12_r11 396s ETA 0.3h
[184/192] S2b_A2_paraphrase_c92070_a0.30_x12_r11 394s ETA 0.3h
[185/192] S2b_A2_paraphrase_c90006_a0.30_x20_r11 394s ETA 0.3h
[186/192] S2b_A2_paraphrase_c90382_a0.30_x20_r11 394s ETA 0.2h
[187/192] S2b_A2_paraphrase_c91569_a0.30_x20_r11 383s ETA 0.2h
[188/192] S2b_A2_paraphrase_c92070_a0.30_x20_r11 384s ETA 0.1h
[189/192] S2b_A2_paraphrase_c90006_a0.30_x28_r11 383s ETA 0.1h
[190/192] S2b_A2_paraphrase_c90382_a0.30_x28_r11 392s ETA 0.1h
[191/192] S2b_A2_paraphrase_c91569_a0.30_x28_r11 390s ETA 0.0h
[192/192] S2b_A2_paraphrase_c92070_a0.30_x28_r11 371s ETA 0.0h
done in 6.98h
